x y
-3.244553e-01 -2.207439e-01
-4.307997e-01 -8.310769e-01
-5.239716e-01 -5.344096e-01
-6.811618e-01 -7.753216e-02
-1.279967e-01 -8.894108e-02
-5.041022e-01 -4.327289e-01
-6.003081e-01 -9.027148e-02
-5.034723e-01 -2.291870e-01
-5.356243e-01 -2.547586e-01
-2.942810e-01 -7.712895e-01
-1.131823e+00  4.754671e-01
-6.581876e-01 -1.580949e-01
-1.371118e-01 -1.460100e-01
-4.723744e-01 -2.198876e-01
-4.387618e-01 -6.071831e-01
 2.069503e-01  6.270035e-01
-4.614418e-01 -4.159302e-01
 7.123489e-02  1.132220e-02
-2.767169e-01 -3.403481e-01
 1.818039e-01 -1.022430e-01
 4.738686e-02  3.236650e-01
-4.451612e-01 -6.977879e-01
-3.109302e-01 -3.886292e-01
-4.123865e-01  1.304116e-01
-2.546862e-01 -3.477813e-01
 1.818502e-03  3.126071e-01
-1.659629e-01  1.705756e-01
-4.000575e-01 -6.872139e-01
-5.579900e-01 -1.993793e-01
-3.072013e-01 -4.054788e-01
-2.728676e-01  3.346711e-02
-4.540612e-01 -6.137445e-01
-4.947290e-01 -4.939511e-01
-5.454039e-01 -1.925130e-01
-2.554945e-01 -8.627099e-02
 1.903463e-01  6.268102e-02
-4.509130e-01 -7.300268e-02
-1.577643e-02  2.777769e-01
-4.458373e-01 -5.231684e-01
-4.839049e-01 -4.988091e-01
-5.344009e-01 -3.353855e-01
-4.030729e-01 -4.982630e-01
-4.566823e-01 -5.874041e-01
 3.141116e-02  4.436336e-03
 3.315655e-01  5.470405e-01
-4.398084e-01 -4.669513e-01
-6.667276e-03  5.213203e-02
-1.698110e-01  9.518114e-01
-1.233848e-01  4.173175e-01
-3.986636e-01 -2.315510e-01
-3.732396e-01 -1.713206e-01
-3.805160e-01 -3.613298e-01
-4.657087e-01 -5.871937e-01
-2.779824e-01 -3.084589e-01
-2.491215e-01 -2.991339e-01
 1.920613e-01  2.616757e-01
-1.225814e-01  3.447327e-01
-4.715127e-01 -6.441680e-01
-4.281979e-01 -3.734037e-01
-3.328300e-01 -2.084924e-01
-7.707840e-02 -2.723932e-01
-4.015476e-01  3.554234e-02
-3.071059e-01 -4.394668e-01
 1.699383e-01  2.514507e-01
-5.809799e-01 -2.406270e-01
-2.825534e-01 -6.938122e-01
-4.022057e-01 -3.347707e-01
-2.267466e-01 -4.494969e-01
-4.154029e-01 -5.690190e-01
-5.088629e-01 -3.642525e-01
 1.500421e-01  3.510247e-01
-6.205711e-01  1.005097e-01
-4.088908e-01 -7.767884e-01
-4.337699e-01 -6.673952e-01
-4.548501e-01  3.976499e-01
-4.283556e-01 -4.503351e-01
-1.612477e-01  9.144503e-01
-6.657895e-01  8.156849e-03
-3.533993e-01 -2.050866e-01
-3.773096e-01 -1.058508e-01
-4.292221e-01 -6.296878e-01
-4.636932e-01 -5.426263e-01
-5.786277e-03  1.536224e-01
-4.499284e-01 -3.380667e-01
-4.994095e-01 -4.929313e-01
-4.546905e-01 -2.824770e-01
-3.204416e-01 -4.150663e-01
-5.053468e-01 -2.438059e-01
-4.053514e-01 -7.654574e-01
-3.498550e-01 -1.622165e-01
-5.594279e-01 -2.350042e-01
 6.032236e-02  4.238160e-01
-3.626705e-01 -2.936393e-01
-9.021123e-02 -3.606714e-02
-3.683450e-01 -3.401351e-01
-4.656891e-01 -4.184685e-01
 6.562626e-02  8.756410e-01
-5.548736e-01 -3.528335e-01
-4.742096e-01 -6.686669e-01
-5.175510e-01 -4.619948e-01
-5.319049e-01 -6.603364e-01
-9.928944e-01  3.697946e-01
 1.927502e-01  9.780801e-01
-5.370698e-01 -2.670159e-01
-1.019277e+00  5.238900e-01
-6.616003e-01 -6.265570e-02
-3.160135e-01 -3.123262e-01
-4.171702e-01 -2.891835e-01
-2.727384e-02  1.929848e-01
-9.447020e-02  4.059445e-01
-4.911132e-01 -4.590931e-01
-4.549601e-01 -3.970290e-01
-4.809385e-01 -6.835863e-01
-5.386396e-01  3.172839e-02
-5.971131e-01  3.599559e-02
-4.131129e-01 -2.752933e-01
-4.816006e-01 -1.710579e-01
-4.336319e-03  4.203303e-01
-3.038098e-01 -3.582772e-01
-7.517648e-02  3.777619e-01
-1.798997e-01 -3.049376e-01
-2.247619e-01 -2.578490e-01
-4.884287e-01 -2.759264e-01
-4.782913e-01 -4.408706e-01
-4.205010e-01 -6.789735e-01
-4.381615e-01 -3.731989e-01
 1.593197e-01  6.063065e-01
-5.714938e-01 -1.002157e-01
-4.343257e-01 -5.989698e-01
-4.298462e-01 -5.847489e-01
-4.313026e-01 -4.232557e-01
-1.238758e-01 -9.817098e-02
-3.147713e-01 -6.128244e-02
-1.993443e-01 -1.791558e-01
-7.321553e-02  2.626734e-01
-5.439661e-01 -8.403153e-02
-6.141099e-01  6.348971e-02
-4.474899e-01 -7.258952e-01
-4.558548e-01 -5.689427e-01
-4.065141e-01 -3.701589e-01
-2.492958e-01 -3.179354e-01
-1.104617e-01 -5.614004e-01
-1.232477e-01 -3.459996e-01
-4.561770e-01 -3.701245e-01
-1.529089e-01 -1.300940e-01
-4.601787e-01 -3.344834e-01
-3.846988e-01 -5.976112e-01
-5.401119e-01 -4.373378e-01
-2.230686e-01 -2.997520e-01
-3.521177e-01 -4.343912e-01
-4.232802e-01 -2.334280e-01
-4.293904e-01 -3.244053e-01
-3.339326e-01  2.694141e-01
-4.148485e-01 -4.141732e-01
-4.359431e-01 -3.661894e-01
-3.634807e-02 -1.864215e-01
-4.496795e-01 -3.679193e-01
-2.677432e-01 -8.463738e-02
-2.729845e-01 -3.882310e-01
-4.712789e-01 -5.171975e-01
 1.100775e-01  1.194943e-01
-2.661623e-01 -4.102041e-01
-4.313539e-01 -3.792919e-01
-2.766755e-01 -1.290301e-01
-7.143975e-01  2.741235e-01
-2.887367e-01 -2.979721e-01
-3.831750e-01 -6.022972e-01
-3.828590e-01 -5.119001e-01
-3.676929e-01 -3.351907e-01
-4.664658e-01 -4.521266e-01
-3.896151e-01 -6.444322e-01
-4.802245e-01 -4.173597e-01
-3.739671e-01 -3.685231e-01
-4.128554e-01 -6.133549e-01
-5.542644e-01 -1.662249e-01
-5.352273e-01 -5.656248e-01
-3.345387e-01  2.204617e-01
-2.904676e-01 -3.954654e-01
-4.306669e-01 -8.031163e-01
-2.352530e-01 -3.981946e-01
-4.829688e-01 -5.933575e-01
-2.889070e-02  7.990115e-01
-5.288192e-01 -3.048713e-01
-4.597393e-01 -5.378179e-01
-4.645738e-01 -1.681152e-01
-4.979460e-01 -4.038205e-01
-4.310235e-01 -5.152372e-01
-5.412814e-01 -3.877720e-01
-4.750131e-01 -5.239390e-01
-3.209924e-01 -5.053300e-01
-3.928182e-01 -2.560300e-01
-4.571263e-01 -3.297429e-01
 2.344305e-01  2.767823e-01
-8.561372e-03  1.376722e-02
-5.231673e-01 -6.178952e-01
-7.000828e-01  4.931541e-02
-6.861193e-02  3.433798e-01
-4.400903e-01 -9.540921e-01
-2.702595e-01  2.075263e-01
-3.438727e-01 -4.182057e-01
-1.758679e-01  1.730792e-01
-4.595175e-01 -3.837209e-01
-6.474419e-01  9.492140e-02
-8.201534e-01  3.057765e-01
-2.279643e-01 -3.348793e-01
-4.779435e-01  6.666132e-02
-4.143255e-01 -6.188629e-01
-4.263637e-01 -3.718136e-01
-4.424377e-01 -3.407421e-01
-3.352618e-01 -9.599842e-02
 8.744047e-02  3.823473e-01
-4.713311e-01 -4.289108e-01
-5.538736e-01 -1.486189e-01
-4.772745e-01 -7.116244e-01
-5.743779e-01  2.916451e-02
-3.340029e-01  3.123834e-01
-3.328938e-01  1.080077e-01
-1.982751e-01  1.656748e-01
-2.014487e-01 -1.189086e-01
-5.518027e-01  6.631117e-02
-4.537404e-01 -6.687312e-01
-2.581061e-01 -3.154497e-01
-4.540038e-01 -6.807284e-01
-3.833124e-01 -7.013351e-01
-4.057995e-01 -2.097611e-01
-1.379290e-01 -1.062873e-01
-4.080615e-01 -4.083606e-01
-3.598665e-01 -3.803190e-01
-4.534122e-01 -8.587133e-01
-1.515356e-01 -2.015554e-01
-4.331856e-01 -5.508256e-01
-3.475387e-01 -5.340690e-01
-7.750052e-01  3.128457e-01
-2.431359e-01  1.125697e-01
-2.522340e-01 -2.308916e-01
-2.842099e-01 -2.131215e-01
-1.184223e-01  1.445563e-01
-4.797625e-01 -3.762185e-01
 1.071800e-01  4.586960e-01
-8.434891e-01  3.607688e-01
-2.233267e-01 -2.892426e-02
-4.803171e-01 -4.422906e-01
-5.755911e-01 -2.786034e-02
-1.026565e-01  1.123452e-01
-9.926985e-02  1.498962e-01
-6.381343e-01 -3.063132e-02
-5.937845e-01 -1.884730e-01
-4.013981e-01 -5.822536e-01
-1.661819e-02  1.212897e-01
-3.185004e-01 -8.006740e-02
-4.023451e-01 -4.943569e-01
-3.909950e-01 -5.232302e-01
-4.204787e-01 -1.160503e-01
-2.360894e-01  3.006363e-01
-6.280056e-01 -1.191267e-01
-4.577152e-01 -5.937164e-01
-2.216808e-01  3.029793e-02
-4.483991e-01 -4.222521e-01
-3.548192e-01 -3.653064e-01
-5.092097e-01 -3.716707e-01
-5.303557e-01 -2.222424e-01
-1.395579e-01  8.309590e-02
-1.758199e-03  3.639888e-01
-4.919159e-01 -1.989350e-01
-4.958566e-01 -6.971840e-01
-4.241931e-01 -5.722353e-01
-3.971587e-01 -4.379095e-01
 1.153160e-01  4.132115e-01
-2.284203e-01 -1.741686e-01
-4.269592e-01  6.674732e-02
-3.980400e-01 -4.528785e-01
-2.130047e-01 -5.339909e-01
-3.052329e-01 -3.833318e-01
-2.657913e-01 -3.015567e-01
-3.551530e-01 -8.337589e-01
-1.269020e-01  7.921827e-02
-2.442501e-01 -3.611025e-01
-2.437791e-01 -4.532719e-01
-3.002326e-01 -6.228850e-01
-1.912563e-01 -2.502646e-01
-4.301280e-01 -4.229853e-01
-1.866949e-02 -3.295092e-02
-4.355057e-01 -5.002883e-01
 2.132272e-01 -8.956228e-02
-5.318077e-01 -3.217759e-01
-4.413417e-01 -5.135788e-02
-4.016957e-01 -4.262425e-01
-4.223741e-01 -6.377610e-01
 1.454750e-01  2.188040e-01
-4.344176e-01 -6.495094e-01
-2.014859e-01  7.561710e-02
-4.057387e-01 -5.981745e-01
-4.992388e-01 -8.037109e-01
-1.849748e-01 -3.713592e-01
-4.556920e-01 -6.623276e-01
-3.931284e-01 -7.454936e-01
-3.354820e-01 -2.373511e-01
-2.416231e-01 -6.568568e-02
-3.556004e-01 -5.324098e-01
-3.260348e-01 -4.810012e-01
-4.072714e-01 -3.816633e-01
-4.914722e-01 -2.720530e-01
-1.641744e-01  3.510205e-01
-3.867424e-01 -7.975074e-01
-3.114648e-01 -7.054786e-01
-4.598415e-01 -9.481036e-01
-4.421022e-01 -6.081235e-01
-4.456363e-01 -4.175478e-01
-3.741407e-01 -4.728270e-01
-2.847020e-02  6.353407e-01
 2.635785e-01  6.558587e-01
-5.282764e-01 -6.736072e-02
-2.745204e-01 -3.066735e-01
-5.167276e-01 -2.951264e-01
-3.850263e-01 -5.805107e-01
-4.710885e-01 -7.537481e-01
-2.297024e-01 -1.763870e-01
 1.394241e-01  1.026396e+00
-4.358074e-01 -5.434533e-01
 4.267040e-02  5.721921e-01
-1.621402e-01  2.953203e-01
